feature,importance,share
city_code,0.46429344339881395,0.46429344339881384
observed_total,0.2166236498561926,0.21662364985619253
pickup_baseline_remaining,0.14807196381312757,0.14807196381312754
days_since_last_search,0.07047263780534466,0.07047263780534464
active_search_days,0.04044776202597247,0.040447762025972465
expected_completion_fraction,0.01106105451209681,0.011061054512096808
province_code,0.009726456990729247,0.009726456990729245
jalali_month,0.009676283957066498,0.009676283957066496
city_share_of_market,0.00799147777004639,0.007991477770046388
province_observed_total,0.006980884022875319,0.006980884022875318
days_to_checkin,0.005373597692654716,0.005373597692654715
jalali_day,0.003077050840746897,0.003077050840746896
checkin_weekday,0.00254342907445417,0.0025434290744541697
pickup_surprise,0.0013208175297754995,0.0013208175297754992
is_weekend,0.0010454253935076863,0.001045425393507686
pickup_1d,0.0003157646872471337,0.00031576468724713367
pickup_3d,0.00025984806183547155,0.0002598480618354715
pickup_acceleration_7d,0.0002465365118424024,0.00024653651184240234
pickup_14d,0.00017099105994128818,0.00017099105994128816
pickup_7d,0.0001545524665549059,0.00015455246655490587
pickup_3d_over_7d,0.00013123320799019708,0.00013123320799019705
pickup_velocity_7d,1.5139321184099877e-05,1.5139321184099873e-05
