feature,importance,share
cluster_min_member_volume,0.5818704655538487,0.5818704655538487
city_code,0.16732016551812082,0.16732016551812082
pickup_baseline_remaining,0.13091495549836335,0.13091495549836335
observed_total,0.030954737883693854,0.030954737883693854
city_share_of_market,0.016390185693173825,0.016390185693173825
jalali_month,0.015097385486074043,0.015097385486074043
jalali_day,0.009429613935040177,0.009429613935040177
province_observed_total,0.006334871782282927,0.006334871782282927
checkin_weekday,0.005361426142756834,0.005361426142756834
active_search_days,0.005277776157066802,0.005277776157066802
days_since_last_search,0.004803474402047012,0.004803474402047012
expected_completion_fraction,0.003942864674544678,0.003942864674544678
cluster_max_member_share,0.003706468241345463,0.003706468241345463
days_to_checkin,0.0036990742879300506,0.0036990742879300506
pickup_14d,0.0034751195325950406,0.0034751195325950406
is_weekend,0.0021138291976084255,0.0021138291976084255
province_code,0.0018845067024901492,0.0018845067024901492
pickup_1d,0.0013448061820300864,0.0013448061820300864
pickup_acceleration_7d,0.0012765970344905304,0.0012765970344905304
pickup_3d,0.0012313543504570467,0.0012313543504570467
pickup_surprise,0.0012306164845099078,0.0012306164845099078
pickup_7d,0.0011121663384409406,0.0011121663384409406
pickup_3d_over_7d,0.0008274286010980863,0.0008274286010980863
pickup_velocity_7d,0.00027856796422319626,0.00027856796422319626
n_cities_in_cluster,0.00012154235576814564,0.00012154235576814564
