feature,importance,share
city_code,0.4435875162013697,0.4435875162013698
observed_total,0.26091391713087964,0.2609139171308797
pickup_baseline_remaining,0.15562387431735614,0.15562387431735616
active_search_days,0.04965267054800261,0.049652670548002625
days_since_last_search,0.025653117010743805,0.02565311701074381
expected_completion_fraction,0.013271164210289383,0.013271164210289387
days_to_checkin,0.009434139827130861,0.009434139827130863
jalali_month,0.009311126118785202,0.009311126118785203
province_code,0.008106966124220011,0.008106966124220013
city_share_of_market,0.008103439867778025,0.008103439867778027
province_observed_total,0.006774433670248043,0.006774433670248044
jalali_day,0.002923954266146782,0.0029239542661467824
checkin_weekday,0.002404402140121599,0.0024044021401215996
pickup_surprise,0.0015013697059918156,0.001501369705991816
is_weekend,0.0010543309647671698,0.00105433096476717
pickup_14d,0.0004880215104767501,0.0004880215104767502
pickup_1d,0.0003595408283733554,0.00035954082837335547
pickup_3d,0.00034866970833451324,0.0003486697083345133
pickup_acceleration_7d,0.00022412182543665116,0.00022412182543665122
pickup_7d,0.00012582997138313597,0.000125829971383136
pickup_3d_over_7d,0.0001194445972007447,0.00011944459720074472
pickup_velocity_7d,1.7949454964051578e-05,1.794945496405158e-05
